,text,labels
1753,A hospital recently agreed to pay over $10 million in a class action lawsuit for not granting religious accommodations in its Covid-19 vaccine policy. An attorney on the legal team that won the lawsuit says this should be a warning to employers. 🇺🇸Join Us👉 @user  http,1
1754,@user @user After all the evidence coming out about the Covid-19 vaccine &amp; what wise people were warning about in the beginning (Whom you mocked) you add a put-down in your shows about those who do actually know better than the so-called professionals who were paid off to say safe🤦🏼‍♂️🤡,2
1755,@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user President Biden has had Covid-19 once. You failed at protecting yourself &amp; others 4 times. Good you at least had vaccines on board. I’m very concerned about the long term damage of repeated &amp; unmitigated infections. Perhaps medicine is a little ahead.  http,0
1756,"Another fantastic piece of journalism from @user by @user    http  “A lack of testing data and government guidance led many to avoid the COVID-19 vaccine during pregnancy, unwittingly increasing their chances of a stillbirth”",2
1757,@user @user @user Taking the mRNA vax is NOT protecting others or oneself so I don’t really understand the point you’re making. VAX or not vaxxed you can get COVID-19 and spread it to others. This shot is a complete failure and it’s not a vaccine. Period.,0
1758,"@user Dogg daddy, Covid 19 vaccine is bullshit everywhere.",0
1759,Covid-19 vaccine: Japan approves Covaxin booster dose for travellers  http,2
1760,@user @user @user @user @user @user @user @user @user How about you research the vaccines instead of forcing those seeking indoctrination to take them? 1000 Peer Reviewed Studies Questioning Covid-19 Vaccine Safety   http,1
1761,SAHPRA has provided some feedback on the fatal case of Guillain-Barré syndrome following vaccination with COVID-19 vaccine J&amp;J. SA Medical Association chairperson Dr Mvuyisi Mzukwa unpacks this.  Watch:  http  #Newzrppm405  http,2
1762,I voted for Not a chance. Too many unknowns about risks/side effects - Poll: Should kids (aged 6 months to 5 years old) be getting the COVID-19 vaccine?  http,0
1763,New U of C study aims to help kids beat COVID-19 vaccine needle fear  http,2
1764,Lukewarm interest in COVID-19 vaccine for kids under 5  http,2
1765,"This fake COVID-19 vaccine is going to be the biggest health scandal of the 21st century.  With hundreds of trials.  The guy is right, they created a monster.  In France, talking about side effects is still forbidden in mainstream media. Official words are still ""no issues there""",0
1766,"Healthy young #Seattle mother dies from forced jab. Jessica Berg Wilson, 37, passed away unexpectedly from COVID-19 Vaccine-Induced Thrombotic Thrombocytopenia (VITT). She'd been vehemently opposed to taking it. But her freedom to choose was stripped away  http",0
1767,"BREAKING: A federal judge in Ohio has blocked the military’s COVID-19 vaccine mandate nationwide for Air Force, Space Force and Air National Guard service members who requested religious exemptions.  A tremendous victory.",2
1768,How many Covid-19 vaccine shots did Ashton Kutcher take?   nevermind.   http,0
1769,"This tweet may be misleading. 👇🏼  ""All COVID-19 vaccines were tested on animals and there were no safety concerns, medical experts say""    http",0
1770,COVID19 vaccination for children ages 6 months and older will help protect nearly 20 million more kids against COVID-19. @user &amp; @user are hosting a free webinar on July 29 to share the latest info on COVID-19 vaccines &amp; more. #ProtectChildren  http  http,2
1771,Covid 19 : l’ONI opposé à la réintégration des infirmiers non vaccinés  http,2
1772,"Yesterday I got dragged by @user a high-profile account, and his followers, for voicing skepticism of Covid-19 vaccines. I am vaccinated and not an anti-vaxxer.  There's some wisdom to Rick Scott's statement. Overall he's exaggerating the threat and that's a huge problem.",1
1773,"When the Department of Health and Human Services declared COVID-19 a public health emergency, anyone injured by the newly developed vaccine was automatically excluded from claiming compensation under VICP.",1
1774,@user A top government regulator has said that Novavax’s spike protein-based COVID-19 vaccine listed severe allergies as a side effect.  http,0
1775,"@user Once again, there’s absolutely no confirmed links between death and the COVID-19 vaccines. Anyone can submit a report to VAERS. VAERS reports alone cannot be used to determine if a vaccine caused an adverse event.  http",0
1776,"@user 355 out of 85,950,064 PRETTY FREAKING MINISCULE Although these deaths occurred after being vaccinated with a COVID-19 vaccine, they are not necessarily related to the vaccine",0
1777,"@user Which of the following are faulty, ineffective and worthless? a. Covid-19 vaccines b. Covid-19 boosters c. Paxlovid d. Covid-19 tests e. Joe Biden f. all of the above",0
1778,@user @user @user Here's a prediction 😉   In as soon as 5yrs you'll see those commercials asking to call some 1-800 # if you or a loved one died or suffered a lost list of side effects after taking the covid 19 vaccine.   UK ended the vax mandates for a reason  http,1
1779,"@user @user @user @user Also, the fact that fully vaccinated and boosted Brandon has had Covid 19 twice in the last three weeks doesn’t exactly help prove your views on the effectiveness of the “vaccine” are correct.",0
1780,I Was Part of Moderna’s COVID-19 Vaccine Trial. Here’s What the Side Effects Were Like.  http,2
1781,Should you get another Covid-19 vaccine booster now or wait for the new shots?  http  http,2
1782,"#SonshineNewsblast: Mga hindi nagamit at na-expired na COVID-19 vaccines, nais paimbestigahan sa Senado   http",2
1783,@user @user Aren't death rates increasing for people that received the Covid-19 vaccine and boosters?,1
1784,"“These findings suggest that a fourth vaccine dose was effective in preventing breakthrough COVID-19 infections in health care workers, helping to maintain the function of the health care system during the pandemic.”",2
1785,Long-term Side Effects of COVID-19 Vaccine | COVID-19 Health Tips | Dr K...  http via @user  #COVID-19HealthTips #TXHospitals #TeluguHealthTips #sideeffects #ᴠᴀᴄᴄɪɴᴇsideeffects #medicationsideeffects #health #sideeffect #Covid19Sideeffects,2
1786,I voted for Not a chance. Too many unknowns about risks/side effects - Poll: Should kids (aged 6 months to 5 years old) be getting the COVID-19 vaccine?  http,0
1787,@user @user COVID-19; SARS-CoV-2 vaccination; adverse events; cutaneous vasculitis; mRNA vaccine; vector vaccine.  http,2
1788,"In partnership with the @user the @user public education campaign, We Can Do This, recently launched the Pediatricians and Family Physicians Toolkit to help physicians increase confidence in and uptake of COVID-19 vaccines. Learn more here:  http  http",2
1789,"@user Referring to the ""vaccine"" against covid-19, it offers no protection from further contracting or spreading the virus, and offers no guarantee of lessened symptoms or complications. If I receive the vaccine it does absolutely nothing for your health and could jeopardise mine.",0
1790,Researcher: ‘We Made a Big Mistake’ on COVID-19 Vaccine  http,0
1791,"All COVID-19 vaccines were tested on animals and there were no safety concerns  Rushed a ""vaccine"" through in less then a year, but sure there were no safety concerns  Remember what happened when Chernobyl Reactor was rushed?  Now we have athletes dropping left and right",0
1792,Want to know whats in the vaccine vials?  #Covid_19 #Pfizer #Moderna  #vaccineinjuries   http,0
1793,"@user ""Metrolinx introduced a COVID-19 vaccine mandate for its employees on Nov 1.""  Sums it up",1
1794,Researchers work to create nasal spray COVID-19 vaccine  http,2
1795,I voted for Not a chance. Too many unknowns about risks/side effects - Poll: Should kids (aged 6 months to 5 years old) be getting the COVID-19 vaccine?  http,0
1796,Five Months’ worth of Official Government Data proves the Covid-19 Vaccines destroy the Immune System and cause Acquired Immune Deficiency Syndrome – The Expose  http,2
1797,No evidence for a rise in sudden deaths or that Covid-19 vaccines are the cause  http via @user,0
1798,"HELP PROTECT YOUR CHILDREN 6months+ WITH A COVID-19 VACCINE TODAY:  Make your child's vaccine appointment today by calling the Vaccine Call Centre:  (Toll-free) 1-844-626-8222   If you live on-reserve, your nearest health centre/care provider can also provide further info.  http",1
1799,"Repeating some of the same mistakes of the disastrously confusing and frustrating vaccine rollout for COVID-19, the launch of monkeypox vaccines in the U.S. so far has been a mess. We’re already facing a shortage of supply;",0
1800,"Delaying COVID-19 infections is a positive. If we reduce transmission, that is less pressure on the health system &amp; fewer disruptions in our lives - it also gives us some breathing space to develop better vaccines and therapeutics, ignore this article.   http",0
1801,Vaccines prevent disease.  Covid-19 Vaccine does not prevent Covid.  Marinate on that.,0
1802,@user I wish I had gotten a more recent covid 19 vaccination because this is the 2nd time I've gotten sick this summer and it sucks.  Male troops rejected the vaccine due to the lies about a black female celebrity's cousin having enlarged testicles due to it.,2
1803,"@user @user Nope, COVID-19 vaccines have nothing to do with monkeypox. This ridiculous conspiracy theory has been repeatedly debunked. Monkeypox has been around since the 1950s &amp; the first case in humans was in 1970. It's related to smallpox, so vaccine for that is also effective against MPX",2
1804," http All 1,366 references for COVID-19 vaccine associated complications are listed by subject matter. All 1,366 references are hyperlinked here",1
1805,"Whether you’re pregnant, think you might be, or you are trying for a baby, we encourage you to take up the offer of a vaccine and get protected against COVID-19.  Don’t delay, visit  http and book an appointment.  http",1
1806,NEW: Moderna says it's looking into the possibility of creating a new monkeypox vaccine using the same technology behind their COVID-19 shots.  http,2
1807,"@user Il est mort de la COVID-19 pour avoir porté un masque et/ou avoir été vaccinés pareil pour Joe Biden deux fois, Justin Trudeau et François Legault qui ne comprend pas vite qu’il a eu à cause de ses trois doses. François est masochiste.",2
1808,@user @user @user It doesn’t take a Genius to run the numbers and come to a genuine full-throated conclusion that the odds of experiencing an adverse reaction to COVID-19 vaccines is even less than that of most drugs on the market. Even OTC drugs.  There are serious risks that come with all drugs.,1
1809,Moderna says it's looking into the possibility of creating a new monkeypox vaccine using the same technology behind their COVID-19 shots.  http,2
1810,"Fox News, NBA Dump VAX MANDATES. Public Health Benefit Of Shots OVERSTATED: Bri &amp; Robby  http Briahna Joy Gray and Robby Soave discuss COVID vaccine rules at Fox News and in the NBA.  According to the CDC all COVID-19 vaccines currently available in the Uni...",0
1811,"Most Parents Say No to Covid-19 Vaccines for Toddlers  http It's the same old story this country has become so GD ignorant when it comes to vaccines it won't happen, and when it does, and they die then they say I should have I will never forgive myself",0
1812,Pfizer and BioNTech will begin trials of their updated mRNA Covid-19 vaccine designed to protect against the newer BA.4 and BA.5 sub-variants of the coronavirus later this month.  http,0
1813,"""#Canada’s COVID-19 vaccine mandate, which prevented travelers from leaving the country or using planes if they weren’t fully vaccinated, wasn’t based on any particular scientific evidence, court records reportedly show.""  #cdnpoli    http",1
1814,"@user @user COVID-19 is clearly no longer an emergency. The real emergency now is the continued use of the COVID “vaccines,” because they’re creating injuries on a level that is truly alarming and unprecedented.",0
1815,@user Il doit être à 8% puisque il y a pénurie de main-d’oeuvre et tu veux de des travailleurs masqués et vaccinés. C’est illégal et liberticide tes mesures sanitaires COVID-19 inefficaces.,2
1816,"@user The reason is because vaccines make our immune system very lazy. Liberals forget that almost all living things have immune system to fight viruses, bacteria. Stop lying about covid 19 vaccines Liberals.",0
1817,"Parents read everything before you hand your children over to Big Pharma for vaccination. After the global Covid 19 vaccine injury catastrophe, the onus is now on them to prove their ‘safe and effective’ statements to you with non fraudulent, credible data. Gardasil beware👇",2
1818,The South African Health Products Regulatory Authority has reported that one person has died after having the Covid-19 vaccine Janssen administered. Janssen was a vaccine provided in the national roll-out &amp; to date 9.1 million doses had been administered  http  http,1
1819,EXCLUSIVE: CDC Claims Link Between Heart Inflammation and COVID-19 Vaccines Wasn’t Known for Most of 2021  http,2
1820,"@user @user Yes, vaccines work. MRNa inoculations against covid-19, however, are not vaccines, and do not stop the spread of disease, and are now being shown to contribute to constant reinfection. We will never be rid of covid-19 because the pseudo vaccinated will never stop spreading it.",1
1821,WHO chief not vaccinated as protest. Bet he's not the only Global Elite  WHO chief Tedros has chosen not to get vaccinated against Covid-19 as a protest for the failure of providing the vaccines to Africa.  He talks about this in this interview.,1
1822,BA.1の抗原を加えた2価COVID-19ワクチンを開発中で、10月の実用化が想定されるファイザーとBioNTech、モデルナと同様にBA.4/5を標的としたワクチン開発の臨床試験も今月から実施予定  BioNTech and Pfizer to begin clinical trial of vaccine for new Covid variants  http  http,1
1823,Meet the scientists who created the first #Opensource #COVID-19 vaccine. (Fast Company) #LifeSciences  http  http,0
1824,It would be nice if this tweet made it into the in-baskets of every politician and public health official who pushed COVID 19 “vaccines”. Particularly the one who spent most of July jet setting to places where he was not wanted and is now sunning himself in Costa Rica.,2
1825,New Zealand doctors call for criminal homicide investigations into covid-19 vaccine deaths  http,2
1826,"Rwanda Biomedical Centre (RBC) has on Monday, August 8, started administering the fourth jab of the Covid-19 vaccine in the country, to boost the immunity of people.       http",1
1827,@user @user Yikes! Not very supportive of rushing out and mandating the use of Covid-19 'vaccines'.,0
1828,"@user @user @user @user @user @user @user (1/2)Health Canada received a submission from Pfizer-BioNTech seeking authorization for a booster dose in children 5 to 11 years of age on May 27, 2022. It has not been authorized by the Department at this time. As with all COVID-19 vaccines, this submission is being reviewed...",2
1829,GSK was the world's largest vaccine business but failed to make a COVID-19 shot. A new exec lays out his plans to lead the pharma giant back to the top.  http,1
1830,"Insurers to seek financial compensation from Covid-19 vaccine makers to cover “early unexpected mortality claims,” as “they have a major financial risk that they have to figure out how to manage.”   http",1
1831,"@user Personnellement je sais que beaucoup de Médecins (voire plus !) ne sont pas vaccinés en prétendant l'être, pour ne pas perdre leur Job. Ce qui ne les empêchent  pas de vacciner leur clientèle.Ce sont de sacrés faux-cul.Les ARS savent. ""Covid-19 ou l'Honneur perdu de la Médecine""",1
1832,"Doctors Criticize Fauci For Saying COVID Vaccines Induce 'Only Temporary' Menstrual Irregularities Dr. Fauci’s recent comments on menstrual irregularities met with serious rebuttal from gynecologists, who say COVID-19 vaccines should not have been injected in1",0
1833,"Just a reminder, BCHC will be offering the Covid 19 vaccine EVERY MONDAY at the following locations: * 838 Penn Street location – 10:00 am – 1:00 pm * 1110 Rockland Street location – 4:00 – 6:00 pm  http  http",1
1834,@user Which religion specifically says the covid-19 vaccine is prohibited?,0
1835,Our Doctor's are lying about the Covid-19 Vaccine.  They fear the very Medical Establishment and the CDC.  First do no harm is a forgotten.,1
1836,"More than 603 million doses of COVID-19 vaccines were given in the USA from 12/14/20-7/27/22. During this time, VAERS received 15,700 preliminary reports of death (0.0026%) among people who received a COVID-19 vaccine. They play with the #’s? We don’t have 603 million people.",0
1837,South Africa: Regime reports first death causally linked to COVID-19 vaccine  http,1
1838,"Trump said Aug. 7 that if he returns to White House in 2025 he’ll rehire the service members who lost their jobs by refusing to take the COVID-19 vaccine. “I think it’s a disgrace what happened to them,” Trump said, answering a reporter’s question.  http",0
1839,@user @user,1
1840,Hundreds of midwives still not working because of Covid-19 vaccine mandate  http  http,1
1841,@user Well I'm sure the original contract he sign for multi million dollars did not say anything about taking a covid 19 vaccine I would make them still give me my money and I wouldn't take the vaccine but I'm standing my ground you're not making me take anything stand your ground,1
1842,@user @user Learn more about why #WeThePeople consider the Covid-19 vaccine safe or not safe for ourselves.  http,2
1843,"With the FDA approving the COVID-19 vaccine for children under five years old, would you get your child vaccinated?  http",2
1844,"“All COVID-19 vaccines were tested on animals and there were no safety concerns, medical experts say”   http Non human primates 🙄 I’m no primate you dumbass Pharma ! Humans are not animals. Get your facts right!",0
1845,COVID-19 mRNA booster vaccine induces transient CD8+ T effector cell responses while conserving the memory pool for subsequent reactivation #NewsBreak  http,2
1846,(UPDATED) Exclusive Summary: Covid-19 Vaccine Concerns  http,2
1847,"Aug 7 - COVID 19 ""Vaccine"" is a Human Pesticide -  http  http",2
1848,Vergeire: We don't have a prioritization list anymore now that we have enough supply of Covid-19 vaccines until end of this year.,0
1849,COVID-19 testing at the Jesse Nash Health Center at 608 William St. is cancelled for tomorrow 8/10 and Thursday 8/11; COVID-19 vaccine appts for 8/10 are also cancelled and patients w/ appts have been contacted to reschedule. 3359 Broadway site is open those days 8am-2pm. /1,0
1850,"US donates over 99,000 COVID-19 vaccine doses  http",1
1851,@user The problem is we don't have a vaccine which prevents Covid 19 so there's not a lot we can do to stop this. My son went for a routine but essential operation (day case) and caught Covid in hospital. His risk of long term health issues is increased. He's 7. Terrifying as a parent!,0
1852,@user @user Covid-19 vaccine.,2
1853,"Thrombotic events have been reported since the launch of mass vaccination campaigns against COVID-19. Adenovirus vector-based vaccines from AstraZeneca (Cambridge, UK) and Johnson &amp; Johnson (Titusville, NJ, USA) are associated with severe thrombosis with thrombocytopeni",0
1854,BREAKING: More than 130 U.S. Coast Guard members filed a class action lawsuit against the Biden administration’s COVID-19 vaccine mandate.  The Coast Guard members had valid religious exemptions which were unlawful denied.  We have to keep fighting.,0
1855,Fun facts for today: 4 time vaccinated Uncle Joe is on day 7 of this round of COVID-19 Dr. Tedros of WHO hasn't received the experimental vaccines that is YOUR societal obligation,0
1856,"@user That's not what I was asking, I'm talking about the frequency of the COVID-19 vaccine. I'm asking, since you're in New Zealand and I'm not, because I have an acquaintance that is immunocompromised and getting a shot every month. I'm curious if it's the same there.",0
1857,Past vaccine disasters show why rushing a Covid-19 vaccine now would be 'colossally stupid' - CNN  http,0
1858,"@user @user Mian ap ne bhi manhoos goray ki ijaad karda covid 19 ki vaccine to yaqeenan nahi lagwai ho gi, hay na?",1
1859,"Like I saw one that was talking about the ""risks of COVID 19 vaccine and how it's a globalist plot to yadah yada"" and then it's like an NDP MPP follows them?",0
1860,@user How many shots has she taken? Is it still a Pandemic of the Vaccinated?  Did you know that the Vaccine has killed more people in one year than all the terrorist murders in the world in one year? Which is worse? Covid 19 vaccine or GUNNNNNNNSSSSSSSS. Duh Vaccine,2
1861,The COVID-19 mRNA “Vaccines” cause Cancer; here’s the evidence… – The Expose This is some serious stuff right here.   http,1
1862,"Checkout this #VaxHou event happening this Saturday in our fantastic Fort Bend community. Stop by for FREE COVID-19 vaccines and boosters, groceries and other health resources! ❤️‍🩹💪   Vaccines are available to ages 6 months and older. NO I.D., insurance or payment required.  http",1
1863,It's the fact that COVID-19 clearly taught us nothing about equitable vaccine rollouts really blows my mind to smitherens,0
1864,Back to school: Georgia among worst for children’s COVID-19 vaccines #gapol #COVID19  http,0
1865,💉COVID-19 vaccines and boosters are available across the state. The COVID-19 vaccine is free💉  Find vaccines at a DHEC clinic or health department near you by calling the Care Line at 1-855-4-SCDHEC (1-855-472-3432). WALK-INS WELCOME.,1
1866,"Too bad in California, your digital COVID-19 vaccine record is tied to your phone number and email, and changing it can be a headache, and impossible if you don't have access to technology or documents. #digialvaccinerecord #digitalinclusivity #digitalvaccinerecords #California",1
1867,New study finds COVID-19 vaccines did not reduce mortality in the U.S.  http,2
1868,"“Do I still need to get vaccinated or get a booster shot when I hear most people probably will get or have already got #COVID19?"" We have resources about COVID-19 vaccines, boosters, testing and more:  http  http",2
1869,"NAVOBAKUNA | Sa tala ng ating City Health Office, 221,317 na ang nakatanggap ng first dose ng COVID-19 vaccine. Samantala, 220,538 naman ang nakakumpleto ng dalawang doses, 64,756 na ang nakatanggap ng 1st booster, at 5,883 naman sa 2nd booster.  http",2
1870,"COVID-19 Vaccines Hinder the Immune System, Lead to More Severe Illness: Dr. Robert Malone  http It does explain why ""all deaths"" number is rising.",2
1871,"@user @user ABC More than 10,000 Americans have reported tinnitus as a side effect of the COVID-19 vaccine, and some are now questioning why the FDA and CDC are not taking a deeper look into their claims about hearing problems.   http",0
1872,"$BNTX Earnings Highlights:  - Revenues of €3.2 billion1, net profit of €1.7 billion - Fully diluted EPS of €6.45 ($6.872) as well as first half 2022 revenues of €9.6 billion - Reiterates BioNTech COVID-19 2022 vaccine revenue guidance of €13 billion to €17 billion  http",2
1873,"More information on cases, testing, and vaccine doses can be found in today’s Ministry of Health update:  http",2
1874,"@user @user @user All 1,366 references (158 pages) for COVID-19 vaccine associated complications are listed by subject matter.    http",1
1875,@user @user Abortion opponents protest COVID-19 vaccines' use of fetal cells.  http,0
1876,"We are searching for new #BreastCancer treatments inspired by COVID-19 vaccine innovation.  The team from @user will target cells with high levels of #p53 by using mRNA, in a similar approach taken by scientists in the development of COVID-19 vaccines.  @user",2
1877,"@user As with COVID-19 it appears that other parties have also been eagerly awaiting a market such a “pandemic” would present. Likewise, these fortune-tellers were preparing vaccines to go where no vaccine had gone before.",1
1878,@user @user @user @user You're upset that people are called people and a partner is called a partner but you're not upset that vaccine misinformation has caused needless and preventable stillbirths.  Pregnancy massively increases risk from Covid-19 but you're upset at inclusive language.,1
1879,Shares of Novavax are tumbling after the company slashed its sales forecast in response to lower-than-expected revenues from its COVID-19 vaccine.,0
1880,@user @user @user Cite 1 that shows a higher risk of death of vaccine injury to Covid-19 infection.,1
1881,"@user @user @user @user Athlete forced to withdraw from event “Jones said that he was “one of the unlucky ones” and had an adverse reaction to a COVID-19 vaccine, resulting in fluid buildup in his abdomen.”   http",0
1882,"@user @user Yeah. I know. I work in a lab that produces and tests flu vaccines.   Covid 19 is not the flu, you have no idea where you picked it up or where who you spread it to, and if more people would have gotten vaccinated the virus would not have mutated as quickly.",2
1883,Boosters maintain your protection against COVID-19 and prevent serious illness. Find vaccines and boosters near you at  http  http,1
1884,Your fave is just as old as Beyoncé and comes on the internet to lie about her cousin's friend's balls swelling from the COVID-19 vaccine keep it cute,2
1885,1 in 4 Patients With NSCLC Respond Poorly to COVID-19 Vaccine  http,1
1886,@user @user @user Soon as we knew vaccine did not stop the spread and younger people are more at risk with the vax then covid 19 mandates should of ended,1
1887,Illinois hospital system to pay $10.3 million in settlement with workers over COVID-19 vaccine mandate  http,1
1888,Real-World Bombshell: Professor in Scotland Declares Excess Deaths in Scotland Linked to COVID-19 Vaccines  http,0
1889,"Heartbroken for these families  ""Pharmaceutical companies &amp; government officials failed to ensure that pregnant people were included in the early development of the COVID-19 vaccine""  ➡️ We should ensure pregnant people &amp; children are included in MPX vaccine &amp; treatment trials",1
1890,DUH!! Biden's COVID-19 diagnosis is proof vaccines aren't enough to fight virus   http,0
1891,Don’t understand how parents could put their children in jeopardy of possibly catching the virus or worse! SAD! 👉👉 Most Parents Say No to Covid-19 Vaccines for Toddlers  http,0
1892,It is the COVID-19 vaccination that gives herpes for a massive outbreak  COVID-19疫苗接种导致了疱疹病毒的大规模爆发  #COVID19 #vaccine #vaccination #vaccinated #BBNajia #Israel #PremierLeague  http,2
1893,My co worker sending us free Covid 19 tests links girl it’s some whole other shit going on right now is you crazy 😭 serious bumpy looking shit we not worried bout Covid no more 💀 fuck that where that monkey vaccine at 😭😭,2
1894,"As of 4pm today, Cambridge is reporting: 28 newly reported COVID-19 cases. 0 newly reported COVID-19 deaths. 20.3 cases per 100,000 residents, 7-day moving average. 90% of residents with at least one vaccine dose and 73% fully vaccinated. More at  http #CambMA  http",0
1895,"The United States facilitated an additional 197,730 #Covid_19 vaccine doses to Palestinians in #Gaza, bringing the total number of vaccines to #Palestinians to over 1.2 million.",1
1896,"It's not over until it's over.  US President Biden's administration plans to extend the COVID-19 public health emergency once again, guaranteeing access to health coverage, vaccines and treatments at the federal level beyond the midterm elections.   http",2
1897,Infection protection 101. Five steps. Answers to what works.  1. Masks. 2. Masks. 3. Air filtration. 4. Masks. 5. Vaccines. Do you see a common answer? Then why are people refusing to apply these simple protective measures for COVID-19??  Note: Nowhere in there is an RCT.,1
1898,"@user @user @user This idea that we can eradicate covid-19 through vaccines, lockdowns &amp; masks, is ridiculous. There are about a dozen animals susceptible to covid-19. It's impossible to vaccinate every domestic &amp; wild species susceptible. Not to mention these covid-19 vaccines are non sterilizing",0
1899,I-Team: Fired ER doctor explains reason for not getting COVID-19 vaccine  http via @user,2
1900,"The mRNA COVID-19 vaccines teach the immune system to recognize and fight the coronavirus, greatly reducing the likelihood of severe disease. There is no evidence the vaccines impair immunity, as some, including Tucker Carlson, have baselessly claimed.  http",0
1901,"UK Medicine Regulator confirms COVID-19 Vaccines are at least a shocking 7,402% deadlier than all other Vaccines combined  http",0
1902,"UK Medicine Regulator confirms COVID-19 Vaccines are at least a shocking 7,402% deadlier than all other Vaccines combined  http",0
1903,"Covid-19 : Seuls 11,46 % des Sénégalais ciblés vaccinés  http",2
1904,Almost as if firing a bunch of people for not getting a vaccine that didn’t even work was a really bad idea. #Covid_19  http,2
1905,"@user @user Long before a vax existed, Yale “This study tests different messages about vaccinating against COVID-19 once the vaccine becomes available. Participants are randomized to 1 of 12 arms,”  http",1
1906,@user @user,1
1907,"ISRN has been working in the health domain and reaching to the tough terrains of Nagaland and Meghalaya, we have contributed our part in association with USAID MOMENTUM and JSI  to administrate 200+Cr. vaccines to tackle Covid-19 by GoI. Visit us at  http #isrn  http",1
1908,False claim about COVID-19 vaccine animal studies circulates anew  http,0
1909,Got my fourth covid-19 vaccine yesterday and feeling GREAT ☀️ protect yourself and others from #COVID19 and BA5 👀 thanks @user for all you do!  http,2
1910,"This ICU in Canada is empty, and the hospital's are still pimping COVID-19 protocols, and the drug stores are worst for pushing vaccine fear mongering! You can shadow ban this post, but at least you read it!  http",2
1911,"Retweet selected by the  http team |  'Warp speed' was an unfortunate term: With Covid-19, vaccine messaging faces an unprecedented test #covid_  http  http",0
1912,There will be a COVID-19 vaccination clinic tomorrow (8/10) at the Cross Street AME Zion Church from 1 pm - 5 pm. The Novavax vaccine will be offered for those who are interested.  http,1
1913,"MYTH: The ingredients in COVID-19 vaccines are dangerous.  FACT: Nearly all the ingredients in COVID-19 vaccines are also ingredients in many foods – fats, sugars, and salts.  #ᴠaccinesaveslives #covid19vacccine💉 #covid19prevention  http",0
1914,@user @user The person who commented must not know that immunocompromised people sometimes receive less protection from vaccines than those who are not. Studies suggest COVID-19 vaccines are less effective in people with weakened immune systems.,1
1915,"Take it with a grain of salt  J&amp;J's name is worthless in light of the lawsuits they've faced, so this news is redundant at fave value  We already know that the COVID-19 vaccines do cause harm and deaths  Will these puppets dare implicate Pfizer, or will the story end with J&amp;J⏳️",0
1916,"C19 vaccines are 100% effective at reducing C19 hospitalisation &amp; deaths?  According to recent UK govt data :  5678 CoVid 19 deaths for April &amp; May 2022. 5276 of those deaths were vaccinated people i.e. ~93% of the C19 dead, were C19 VACCINATED.   http",2
1917,@user @user Trump giving monies was because of Covid-19’s. Get that right and developing vaccine for it. Non of this package will help anyone!,0
1918,"@user @user Histologicl analysis of draining LN shows marked impairment of GCs in severe COVID-19 compared with mRNA vaccination,higher quantities,and persistence of spike antigen accumulated in the GCs of mRNA vaccinees and detectable vaccine RNA in GCs for up to 2 months post-second dose.",2
1919,False claim about COVID-19 vaccine animal studies circulates anew   👀  http,0
1920,"@user Gavi, the Profit Alliance Why has the so called safe &amp; effective COVID-19 (toxic injections) vaccines resulted in serious injury &amp; death?  http",2
1921,"@user @user Seguro Social au Costa Rica. VACCINATION CONTRE LE COVID-19 : 86,4 % de la population vacciné une dose, 81,1 % deux doses; 47,6 % 3 doses, 9,3% pour 4 doses.  http",1
1922,FDA Violated Own Safety and Efficacy Standards in Approving Covid-19 Vaccines For Children -  http via @user,0
1923,@user @user Did you get tested for antibodies to see if you contracted COVID-19 prior to the vaccine?,1
1924,Healthcare heroes at El Milagro Clinic @user in Texas used @user funding to provide education about the COVID-19 vaccine to combat vaccine hesitancy in low income communities 👏  http,1
1925,@user @user @user The UK Astra Zeneca vaccine was initially sold at cost.  There are countless conspiracy theories about covid-19.   None of them have anything to do with global warming.   http,0
1926,"@user @user @user Again, where are you finding data supporting “more consequences than benefits” from the COVID- vaccines? That’s what you said, and I’m asking you to back it up. What data says the COVID-19 vaccines caused more harm than good?",1
1927,"COVID-19 Jabs Killing One in Every 800 Over-60s, Says Top Vaccine Scientist  http",1
1928,"@user sir, now I am at Fulwar Kasaba U.P. School  for COVID-19 Vaccination  still now there is no person present with vaccine...people are gather for Vaccination  but official  are not present..No value of time..",0
1929,I voted for Not a chance. Too many unknowns about risks/side effects - Poll: Should kids (aged 6 months to 5 years old) be getting the COVID-19 vaccine?  http,0
1930,Why K-12 schools aren’t requiring students to get Covid-19 vaccines  http,2
1931,"@user @user Fvck off back to Санкт-Петербург, comrade trollbot. And your bio says Dr. Of truth, but the reality is it's Dr. Of lies and considering your trollbot score is so high that tells me something when you push misinformation on COVID-19 and vaccines to prolong the pandemic.  http",2
1932,"The AstraZeneca COVID-19 vaccine is being phased out. The last day people can get this vaccine is 4 September 2022, it will no longer be available after that.    http",2
1933,The Covid-19 vaccine has had a significant impact in lowering people’s risk of serious illness and hospitalisation.   Maintain your protection from the illness and get your booster.  Book at  http or by calling 119  http,2
1934,FDA Approval of COVID-19 Vaccines for Infants and Young Children Is ‘Egregious’: Dr. Mercola  http,1
1935,It's not a vaccine it's a drug that inhibits mutations of covid 19 into different styles I told you people it's not a vaccine to help you do you understand.,0
